groupId,lastUpdate,count,score,text
1739990835000000031,2025-04-29 17:36:18,1425,4.381,"Apr 29 17:36:18 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:36:18"" duration=0 policy_id=2 service=snmp-trap proto=17 src zone=Untrust dst zone=Trust action=Deny sent=0 rcvd=105 src=210.184.113.36 dst=192.168.32.8 src_port=9596 dst_port=162 session_id=0 reason=Traffic Denied"
1745775673000000001,2025-04-29 01:39:32,1386,0.000,Apr 28 03:47:13 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE V2 189.115.47.130: Received a notification message for 7 NOTIFY_MSG_INVALID_SYNTAX. (2025-04-28 03:47:12)
1745806236000000001,2025-04-29 17:40:04,1296,4.539,"Apr 29 17:40:04 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:40:04"" duration=0 policy_id=14 service=udp/port:443 proto=17 src zone=DMZ dst zone=Untrust action=Deny sent=0 rcvd=1258 src=192.168.64.7 dst=142.251.42.164 src_port=51559 dst_port=443 session_id=0 reason=Traffic Denied"
1745311038000000007,2025-04-29 16:56:05,1134,4.543,"Apr 29 16:56:05 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 16:56:05"" duration=0 policy_id=14 service=http proto=6 src zone=DMZ dst zone=Untrust action=Deny sent=0 rcvd=28 src=192.168.64.175 dst=216.58.220.131 src_port=1177 dst_port=80 session_id=0 reason=Traffic Denied"
1742905313000000003,2025-04-29 17:38:18,1081,4.421,"Apr 29 17:38:18 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:38:18"" duration=0 policy_id=14 service=Network Time proto=17 src zone=DMZ dst zone=Untrust action=Deny sent=0 rcvd=56 src=192.168.64.53 dst=202.173.5.141 src_port=123 dst_port=123 session_id=0 reason=Traffic Denied"
1745768434000000001,2025-04-29 11:59:16,1070,0.000,Apr 29 11:59:16 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE202.214.113.11 210.184.113.40 Phase 1: Initiated negotiations in main mode. (2025-04-29 11:59:15)
1744945202000000001,2025-04-28 16:00:04,948,0.000,"Apr 28 16:00:04 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-28 16:00:04"" duration=0 policy_id=11 service=icmp proto=1 src zone=Trust dst zone=DMZ action=Deny sent=0 rcvd=64 src=192.168.1.20 dst=192.168.64.254 icmp type=8 icmp code=0 session_id=0 reason=Traffic Denied"
1739991001000000036,2025-04-29 17:40:03,920,5.816,"Apr 29 17:40:03 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:40:01"" duration=3 policy_id=1009 service=ftp proto=6 src zone=Trust dst zone=Untrust action=Permit sent=1569 rcvd=2243 src=192.168.48.84 dst=157.7.188.171 src_port=53038 dst_port=21 src-xlated ip=202.214.113.11 port=2432 dst-xlated ip=157.7.188.171 port=21 session_id=53167 reason=Close - TCP FIN"
1745848331000000007,2025-04-28 23:26:51,910,0.000,Apr 28 23:26:51 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00625: Session (id 64028 src-ip 202.214.113.11 dst-ip 122.53.157.171 dst port 0) route is valid. (2025-04-28 23:26:50)
1745848331000000015,2025-04-28 23:27:00,852,0.000,Apr 28 23:27:00 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00625: Session (id 64060 src-ip 124.35.140.186 dst-ip 122.53.157.171 dst port 0) route is valid. (2025-04-28 23:26:59)
1739991322000000043,2025-04-29 17:28:31,796,4.417,"Apr 29 17:28:31 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:28:30"" duration=0 policy_id=10 service=Network Time proto=17 src zone=Trust dst zone=Untrust action=Deny sent=0 rcvd=56 src=192.168.4.78 dst=91.189.91.157 src_port=38447 dst_port=123 session_id=0 reason=Traffic Denied"
1745801507000000003,2025-04-29 14:41:59,560,0.000,"Apr 29 14:41:59 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 14:41:59"" duration=0 policy_id=11 service=udp/port:10448 proto=17 src zone=Trust dst zone=DMZ action=Deny sent=0 rcvd=180 src=202.173.5.209 dst=192.168.64.40 src_port=16668 dst_port=10448 session_id=0 reason=Traffic Denied"
1745830552000000002,2025-04-29 12:36:55,540,0.000,"Apr 29 12:36:55 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 12:36:55"" duration=0 policy_id=2 service=udp/port:3702 proto=17 src zone=Untrust dst zone=Trust action=Deny sent=0 rcvd=632 src=192.168.142.23 dst=192.168.0.1 src_port=58765 dst_port=3702 session_id=0 reason=Traffic Denied"
1745864774000000010,2025-04-29 16:24:14,484,0.000,Apr 28 03:30:12 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE V2 122.53.157.171: Received a notification message for 16395 NOTIFY_MSG_NON_FIRST_FRAGMENTS_ALSO. (2025-04-28 03:30:12)
1739990765000000028,2025-04-29 17:01:01,435,4.518,"Apr 29 17:01:01 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:01:01"" duration=0 policy_id=10 service=dns proto=17 src zone=Trust dst zone=Untrust action=Deny sent=0 rcvd=60 src=192.168.2.212 dst=192.161.14.246 src_port=59031 dst_port=53 session_id=0 reason=Traffic Denied"
1745912423000000001,2025-04-29 16:59:51,428,4.585,"Apr 29 16:59:51 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 16:59:51"" duration=0 policy_id=14 service=https proto=6 src zone=DMZ dst zone=Untrust action=Deny sent=0 rcvd=40 src=192.168.64.7 dst=172.217.175.42 src_port=42154 dst_port=443 session_id=0 reason=Traffic Denied"
1745864768000000008,2025-04-29 16:24:05,348,0.000,Apr 28 03:30:02 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE V2 1.179.228.242: Received a notification message for 16395 NOTIFY_MSG_NON_FIRST_FRAGMENTS_ALSO. (2025-04-28 03:30:02)
1745808822000000002,2025-04-29 17:20:01,294,4.474,"Apr 29 17:20:01 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 17:20:00"" duration=0 policy_id=2 service=snmp-trap proto=17 src zone=Untrust dst zone=Trust action=Deny sent=0 rcvd=103 src=1.179.228.243 dst=192.168.32.101 src_port=10665 dst_port=162 session_id=0 reason=Traffic Denied"
1745778604000000007,2025-04-29 01:26:40,286,0.000,Apr 27 02:44:12 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE V2 122.53.157.171: Received a notification message for 16395 NOTIFY_MSG_NON_FIRST_FRAGMENTS_ALSO. (2025-04-27 02:44:12)
1745848331000000016,2025-04-28 23:04:42,276,0.000,Apr 28 23:04:42 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00625: Session (id 49300 src-ip 192.168.4.117 dst-ip 159.143.221.187 dst port 27017) route is valid. (2025-04-28 23:04:41)
1745863866000000004,2025-04-29 16:09:04,256,0.000,Apr 28 03:14:58 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE V2 124.43.18.36: Received a notification message for 16395 NOTIFY_MSG_NON_FIRST_FRAGMENTS_ALSO. (2025-04-28 03:14:58)
1745801579000000004,2025-04-28 15:50:06,244,0.000,"Apr 28 15:50:06 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-28 15:50:06"" duration=0 policy_id=544 service=udp/port:21765 proto=17 src zone=Trust dst zone=OpenVPN action=Deny sent=0 rcvd=120 src=202.173.5.209 dst=192.168.67.20 src_port=12863 dst_port=21765 session_id=0 reason=Traffic Denied"
1744214373000000004,2025-04-29 14:06:15,198,0.000,"Apr 29 14:06:15 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-29 14:06:14"" duration=0 policy_id=546 service=https proto=6 src zone=OpenVPN dst zone=Trust action=Deny sent=0 rcvd=32 src=192.168.184.1 dst=192.168.0.161 src_port=52809 dst_port=443 session_id=0 reason=Traffic Denied"
1745778602000000005,2025-04-29 01:26:29,182,0.000,Apr 27 02:34:01 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE V2 1.179.228.242: Received a notification message for 16395 NOTIFY_MSG_NON_FIRST_FRAGMENTS_ALSO. (2025-04-27 02:34:01)
1745863822000000002,2025-04-29 16:07:46,168,0.000,Apr 28 03:15:00 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE V2 121.97.69.116: Received a notification message for 16395 NOTIFY_MSG_NON_FIRST_FRAGMENTS_ALSO. (2025-04-28 03:15:00)
1745370726000000001,2025-04-28 12:34:13,144,0.000,"Apr 28 12:34:13 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-notification-00257(traffic): start_time=""2025-04-28 12:34:05"" duration=8 policy_id=920 service=https proto=6 src zone=Trust dst zone=Untrust action=Permit sent=1008 rcvd=5089 src=192.168.10.31 dst=35.74.94.3 src_port=51117 dst_port=443 src-xlated ip=202.214.113.11 port=6882 dst-xlated ip=35.74.94.3 port=443 session_id=45005 reason=Close - TCP RST"
1745777698000000001,2025-04-29 01:11:26,130,0.000,Apr 27 03:18:51 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE V2 124.43.18.36: Received a notification message for 16395 NOTIFY_MSG_NON_FIRST_FRAGMENTS_ALSO. (2025-04-27 03:18:51)
1743307172000000014,2025-04-29 16:58:51,129,10.138,Apr 29 16:58:51 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE 210.184.113.40 phase 2:The symmetric crypto key has been generated successfully. (2025-04-29 16:58:52)
1739992348000000008,2025-04-29 16:58:51,117,9.521,"Apr 29 16:58:51 nfpfw003 NFPFW003: NetScreen device_id=NFPFW003  [Root]system-information-00536: IKE 210.184.113.40 Phase 2 msg ID 470d0413: Completed negotiations with SPI 37aca169, tunnel ID 113, and lifetime 3600 seconds/0 KB. (2025-04-29 16:58:52)"
