groupId,count,score,text
1742514836000000014,76,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - Ryogoku *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" bytes_sent=* bytes_received=* message=""User * * logged out of firewall"" user_full_name=""* *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742497341000000001,52,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""SSL VPN Authentication"" log_subtype=""Authentication"" log_version=* status=""*"" severity=""*"" user_name=""*"" client_used=""SSLVPN"" auth_mechanism=""Local"" *=""* *"" src_ip=""*"" message=""User * * to login to SSLVPN through Local authentication mechanism * of * *"" src_country=""*"""
1742497647000000003,42,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - * *"" client_used=""SSLVPN"" src_ip=""*"" message=""User * of * Remote access - * * logged * successfully to Firewall through authentication mechanism * *"" user_full_name=""* * *"" src_country=""R1"""
1742512752000000002,38,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - Ryogoku *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" bytes_sent=* bytes_received=* message=""User * was logged out of firewall"" user_full_name=""* * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742513727000000006,30,0.00,"device_serial_id=""X21018WXP44Y21D"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""Admin"" status=""Successful"" severity=""Information"" log_version=* user_name=""*"" src_ip=""*"" message=""User '*' logged in successfully from '*' * *"""
1742517071000000002,28,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" src_ip=""*"" message=""User * of * Remote access - * logged * successfully to Firewall through authentication mechanism * *"" user_full_name=""* * *"" src_country=""R1"""
1742516741000000001,26,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - * *"" client_used=""SSLVPN"" src_ip=""*"" message=""User * of * Remote access - * * logged * successfully to Firewall through authentication mechanism * *"" user_full_name=""* * * *"" src_country=""R1"""
1742513142000000003,20,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" src_ip=""*"" message=""User * of * Remote access - * logged * successfully to Firewall through authentication mechanism * *"" user_full_name=""* *"" src_country=""R1"""
1742500058000000005,18,0.00,"device_serial_id=""X21018WXP44Y21D"" log_id=""*"" log_type=""Event"" log_component=""Anti-Virus"" log_subtype=""System"" log_version=* severity=""Notice"" status=""Successful"" message=""* AV definitions upgraded from * to 1.0.20385."""
1742500074000000006,18,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Anti-Virus"" log_subtype=""System"" log_version=* severity=""Notice"" status=""Successful"" message=""* AV definitions upgraded from * to 1.0.20385."""
1742513685000000005,18,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" bytes_sent=* bytes_received=* message=""User * was logged out of firewall"" user_full_name=""* *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742534103000000001,18,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" bytes_sent=* bytes_received=* message=""User * was logged out of firewall"" user_full_name=""* * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742527654000000003,10,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - Ryogoku 5F"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" bytes_sent=* bytes_received=* message=""User * was logged out of firewall"" user_full_name=""* * * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742518216000000005,8,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""VPN * Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" client_used=""N/A"" *=""*"" src_ip=""*"" message=""User * * * * to VPN * through * authentication mechanism"" src_country=""R1"""
1742517153000000003,6,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" src_ip=""*"" message=""User * of * Remote access - * logged * successfully to Firewall through authentication mechanism * *"" user_full_name=""* * * *"" src_country=""R1"""
1742518273000000006,6,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""* * Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" client_used=""N/A"" *=""*"" src_ip=""*"" message=""User * logged * * to * through * authentication mechanism"" src_country=""R1"""
1742518305000000009,6,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""* * Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" src_ip=""*"" message=""User * logged * * *"" src_country=""R1"""
1742518305000000010,6,0.00,"device_serial_id=""*"" log_id=""*"" log_type=""Event"" log_component=""* * Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" src_ip=""*"" message=""User * logged * from *"" src_country=""R1"""
1742524233000000006,6,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""dnamorato"" user_group=""Remote access - Ryogoku *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""2025-03-21T11:*:*+*"" bytes_sent=* bytes_received=* message=""User dnamorato was logged out of firewall"" user_full_name=""* * * *"" end=""2025-03-21T11:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742524450000000007,6,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - Ryogoku *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""2025-03-21T09:*:*+*"" bytes_sent=* bytes_received=* message=""User * was logged out of firewall"" user_full_name=""* * * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742527051000000001,6,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Firewall"" log_component=""SSL VPN"" log_subtype=""Denied"" log_version=* severity=""Information"" fw_rule_id=""N/A"" nat_rule_id=""*"" fw_rule_type=""NETWORK"" ether_type=""IPv4 (0x0800)"" in_interface=""tun0"" src_ip=""*"" src_country=""R1"" dst_ip=""*"" dst_country=""R1"" protocol=""*"" hb_status=""No Heartbeat"" app_resolved_by=""Signature"" app_is_cloud=""FALSE"" qualifier=""New"" in_display_interface=""tun0"" log_occurrence=""*"""
1742527261000000002,6,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Firewall"" log_component=""SSL VPN"" log_subtype=""Denied"" log_version=* severity=""Information"" fw_rule_id=""N/A"" nat_rule_id=""*"" fw_rule_type=""NETWORK"" ether_type=""IPv4 (0x0800)"" in_interface=""tun0"" src_ip=""*"" src_country=""R1"" dst_ip=""239.255.255.250"" dst_country=""R1"" protocol=""UDP"" src_port=* dst_port=* hb_status=""No Heartbeat"" app_resolved_by=""Signature"" app_is_cloud=""FALSE"" qualifier=""New"" in_display_interface=""tun0"" log_occurrence=""*"""
1742514523000000008,4,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""SSL VPN"" log_subtype=""System"" log_version=* severity=""Information"" *=""Remote Access"" user_name=""*"" src_ip=""*"" status=""*"" message=""SSL VPN User '*' * "" end=""*:*:*+*"" dst_ip=""192.168.160.7"" src_country=""R1"" dst_country=""R1"""
1742514668000000011,4,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Firewall"" log_component=""SSL VPN"" log_subtype=""Denied"" log_version=* severity=""Information"" fw_rule_id=""N/A"" nat_rule_id=""*"" fw_rule_type=""NETWORK"" ether_type=""IPv4 (0x0800)"" in_interface=""tun0"" src_ip=""192.168.160.7"" src_country=""R1"" dst_ip=""*"" dst_country=""R1"" protocol=""*"" hb_status=""No Heartbeat"" app_resolved_by=""Signature"" app_is_cloud=""FALSE"" qualifier=""New"" in_display_interface=""tun0"" log_occurrence=""*"""
1742517913000000004,4,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""*"" status=""Successful"" severity=""Information"" log_version=* user_name=""*"" src_ip=""*"" message=""User * logged * successfully to * * * through Local authentication mechanism"""
1742522740000000001,4,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - Ryogoku *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" message=""User * * logged out of firewall"" user_full_name=""* * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742523090000000002,4,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""VPN * Authentication"" log_subtype=""Authentication"" log_version=* status=""*"" severity=""*"" user_name=""*"" client_used=""N/A"" auth_mechanism=""Local"" reason=""* *"" src_ip=""*"" message=""User * * to login to VPN * through Local authentication mechanism * of * *"" src_country=""R1"""
1742523322000000003,4,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""VPN * Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" src_ip=""*"" message=""User * * * * VPN *"" src_country=""R1"""
1742528079000000004,4,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""SSL VPN"" log_subtype=""System"" log_version=* severity=""Information"" access_type=""Remote Access"" Reason=""Logout"" start=""*:*:*+*"" user_name=""*"" src_ip=""192.168.160.1"" bytes_sent=* bytes_received=* status=""Terminated"" message=""SSL VPN User '*' disconnected"" end=""*:*:*+*"" dst_ip=""192.168.160.7"" src_country=""R1"" dst_country=""R1"""
1742540010000000003,4,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - Ryogoku *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" message=""User * * logged * of firewall"" user_full_name=""* *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742546641000000001,4,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""Admin"" status=""Failed"" severity=""Notice"" log_version=* user_name=""claudio"" src_ip=""*"" message=""claudio *'* * in to * admin console. wrong credentials"""
1742514523000000007,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" *=""Remote access * * *"" client_used=""SSLVPN"" src_ip=""192.168.160.7"" message=""User * of * Remote access * * * logged * successfully to Firewall through authentication mechanism * 192.168.160.7"" *=""* *"" src_country=""R1"""
1742518295000000007,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""GUI"" log_subtype=""Admin"" status=""Successful"" severity=""Notice"" log_version=* user_name=""paulosilva"" src_ip=""192.168.4.71"" message=""* * * * * * 'paulosilva' from '192.168.4.71' using 'GUI'"""
1742518295000000008,2,0.00,"device_serial_id=""X21018WXP44Y21D"" log_id=""*"" log_type=""Event"" log_component=""GUI"" log_subtype=""Admin"" status=""Successful"" severity=""Notice"" log_version=* user_name=""paulosilva"" src_ip=""192.168.4.71"" message=""* * * * * * 'paulosilva' from '192.168.4.71' using 'GUI'"""
1742520585000000001,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""* * Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" message=""User * logged * * *"""
1742520585000000002,2,0.00,"device_serial_id=""*"" log_id=""*"" log_type=""Event"" log_component=""* * Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" message=""User * logged * from *"""
1742520794000000003,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""2025-03-21T09:*:*+*"" bytes_sent=* message=""User * was logged out of firewall"" user_full_name=""* * * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742524030000000004,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""Admin"" status=""Successful"" severity=""Information"" log_version=* user_name=""dnamorato"" src_ip=""*"" message=""User * * was * * 'dnamorato' from '*' using '*'"""
1742524030000000005,2,0.00,"device_serial_id=""X21018WXP44Y21D"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""Admin"" status=""Successful"" severity=""Information"" log_version=* user_name=""dnamorato"" src_ip=""*"" message=""User * * was * * 'dnamorato' from '*' using '*'"""
1742525815000000008,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" bytes_sent=* message=""User * was logged out of firewall"" user_full_name=""* * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742528079000000005,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - Ryogoku *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""192.168.160.7"" start=""*:*:*+*"" bytes_sent=* bytes_received=* message=""User * * logged * of firewall"" user_full_name=""* *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742528711000000006,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - * *"" client_used=""SSLVPN"" src_ip=""192.168.160.7"" message=""User * of * Remote access - * * logged * successfully to Firewall through authentication mechanism * 192.168.160.7"" user_full_name=""* * *"" src_country=""R1"""
1742531823000000001,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" bytes_sent=* message=""User * was logged out of firewall"" user_full_name=""* * * *"" end=""2025-03-21T13:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742534985000000002,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""*"" status=""Successful"" severity=""Information"" log_version=* user_name=""paulosilva"" src_ip=""*"" message=""* 'paulosilva' logged out of * * Console."""
1742534985000000003,2,0.00,"device_serial_id=""X21018WXP44Y21D"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""*"" status=""Successful"" severity=""Information"" log_version=* user_name=""paulosilva"" src_ip=""*"" message=""* 'paulosilva' logged out of * * Console."""
1742535273000000004,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" bytes_sent=* message=""User * was logged out of firewall"" user_full_name=""* * * *"" end=""2025-03-21T14:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742537405000000001,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""Admin"" status=""Successful"" severity=""Information"" log_version=* user_name=""arosmala"" src_ip=""192.168.160.14"" message=""User * * was * * 'arosmala' from '192.168.160.14' * '*'"""
1742537405000000002,2,0.00,"device_serial_id=""X21018WXP44Y21D"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""Admin"" status=""Successful"" severity=""Information"" log_version=* user_name=""arosmala"" src_ip=""192.168.160.14"" message=""User * * was * * 'arosmala' from '192.168.160.14' * '*'"""
1742540218000000004,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" src_ip=""*"" message=""User * of * Remote access - * logged * successfully to Firewall through authentication mechanism * *"" user_full_name=""* * * * *"" src_country=""R1"""
1742540464000000001,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" message=""User * * logged out of firewall"" user_full_name=""* *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742546741000000002,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""*:*:*+*"" message=""User * * logged out of firewall"" user_full_name=""* * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742547959000000001,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - Ryogoku *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""192.168.160.7"" start=""*:*:*+*"" bytes_sent=* bytes_received=* message=""User * * logged out of firewall"" user_full_name=""* * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742553361000000001,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""Firewall Authentication"" log_subtype=""Authentication"" log_version=* status=""Successful"" severity=""Information"" user_name=""*"" user_group=""Remote access - Ryogoku *"" client_used=""SSLVPN"" auth_mechanism=""N/A"" src_ip=""*"" start=""2025-03-21T18:*:*+*"" bytes_sent=* bytes_received=* message=""User * was logged out of firewall"" user_full_name=""* * * *"" end=""*:*:*+*"" src_country=""R1"" protocol=""UDP"""
1742553585000000002,2,0.00,"device_serial_id=""X21018T9DWMFGDE"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""Admin"" status=""Successful"" severity=""Information"" log_version=* user_name=""*"" src_ip=""*"" message=""* '*' logged out of * Admin Console."""
1742553585000000003,2,0.00,"device_serial_id=""X21018WXP44Y21D"" log_id=""*"" log_type=""Event"" log_component=""*"" log_subtype=""Admin"" status=""Successful"" severity=""Information"" log_version=* user_name=""*"" src_ip=""*"" message=""* '*' logged out of * Admin Console."""
